Empire,City,Pop,Tax,Prosperity_Regional,Prosperity_National,Road_Level,Terrain,Literacy,War_Population,Trade,Capital,Special_Mod,Healthcare_Spending,Pop_Tax,Pop_Growth_Mod,Colonial_Boost,Resource_Income,Resource_Boost,Tax_Base_Industry,Special_Economic_Notes,Net_Prosperity,Net_Income,Resources_Notes
High Empire of Laputarches,Linhir,1157944.00,0.10,0.15,0.15,0.10,0.10,0.04,,0.05,,,0.20,,,,,0.00,200.00,"low medieval industry, trade 2",0.49,34414095.68,
High Empire of Laputarches,Erech,314399.00,0.10,0.15,0.15,0.10,0.00,0.04,,0.00,,,0.20,,,,600000.00,0.06,200.00,"low medieval industry, trade 1",0.44,9029539.28,"moderate iron, silver"
High Empire of Laputarches,Edhellondus,610553.00,0.10,0.15,0.15,0.10,0.10,0.04,,0.05,,,0.20,,,,,0.00,300.00,"medium medieval industry, trade 2",0.49,27218452.74,
High Empire of Laputarches,Dol Amroth,1166566.00,0.10,0.15,0.15,0.10,0.15,0.04,,0.10,,,0.20,,,,500000.00,0.05,300.00,"medium medieval industry, trade 3",0.54,53755361.28,large coal
High Empire of Laputarches,Helms Deep,73433.00,0.10,0.25,0.15,0.10,0.00,0.04,,0.00,,,0.20,,,,,0.00,200.00,"low medieval industry, trade 1",0.54,2255861.76,
High Empire of Laputarches,Isengard,52895.00,0.10,0.25,0.15,0.10,0.00,0.04,,0.00,0.10,0.05,0.20,,,,,0.00,200.00,"Nat Capital, low medieval industry, trade 1, Tower of Orthanc",0.69,1783619.40,
High Empire of Laputarches,Carnost,105530.00,0.10,0.25,0.15,0.10,0.10,0.04,,0.00,,,0.20,,,,,0.00,200.00,"low medieval industry, trade 1",0.54,3241881.60,
High Empire of Laputarches,Bree,136172.00,0.10,0.15,0.15,0.10,0.05,0.04,,0.00,,,0.20,,,,,0.00,200.00,"low medieval industry, trade 1",0.44,3910859.84,
High Empire of Laputarches,Fornostos,282539.00,0.10,0.15,0.15,0.10,0.05,0.04,,0.00,,,0.20,,,,,0.00,200.00,"low medieval industry, trade 1",0.44,8114520.08,
High Empire of Laputarches,Lond Daer Enedh,2115793.00,0.10,0.15,0.15,0.10,0.15,0.04,,0.10,,,0.20,,,,,0.00,300.00,"medium medieval industry, trade 3",0.54,97495741.44,
High Empire of Laputarches,Freyport,101876.00,0.10,0.15,0.15,0.10,0.05,0.04,,0.00,,,0.20,,,,,0.00,200.00,"low medieval industry, trade 1",0.44,2925878.72,
High Empire of Laputarches,Tharbad,873721.00,0.10,0.15,0.15,0.10,0.10,0.04,,0.05,,,0.20,,,,,0.00,300.00,"medium medieval industry, trade 2",0.49,38950482.18,
High Empire of Laputarches,Talgard,157121.00,0.10,0.15,0.15,0.10,0.05,0.04,,0.00,,,0.20,,,,,0.00,200.00,"low medieval industry, trade 1",0.44,4512515.12,
High Empire of Laputarches,Rivendell,241278.00,0.10,0.15,0.15,0.10,0.15,0.04,,0.00,,,0.20,0.05,-0.10,,,0.00,200.00," low medieval industry, trade 1, all elven pop",0.49,7170782.16,
High Empire of Laputarches,Hobbiton,575542.00,0.10,0.15,0.15,0.10,0.15,0.04,,0.00,,,0.20,,-0.10,,,0.00,200.00," low medieval industry, trade 1, all hobbit pop",0.44,16529566.24,
High Empire of Laputarches,Grey Havens,3271379.00,0.10,0.15,0.15,0.10,0.10,0.04,,0.10,0.05,,0.20,0.05,-0.10,,,0.00,350.00,"Reg capital, high medieval industry, trade 3, all elven pop",0.64,187319161.54,
High Empire of Laputarches,Harlond,555988.00,0.10,0.15,0.15,0.10,0.10,0.04,,0.05,,,0.20,0.05,-0.10,,,0.00,300.00,"medium medieval industry, trade 2, all elven pop",0.54,25619927.04,
High Empire of Laputarches,Rithlond,94181.00,0.10,0.15,0.15,0.10,0.10,0.04,,0.00,,,0.20,0.05,-0.10,,,0.00,200.00,"low medieval industry, trade 1, all elven pop",0.49,2799059.32,
High Empire of Laputarches,Forlond,818246.00,0.10,0.15,0.15,0.10,0.10,0.04,,0.05,,,0.20,0.05,-0.10,,,0.00,300.00,"medium medieval industry, trade 2, all elven pop",0.54,37704775.68,
High Empire of Laputarches,Shincho,1898.00,0.10,0.05,0.15,0.00,0.15,0.04,,0.00,,,0.20,-0.50,2.00,15.00,,0.00,200.00,"low medieval industry, trade 1, pterafolk",-0.26,27938.56,
High Empire of Laputarches,Yama,1898.00,0.10,0.05,0.15,0.00,0.15,0.04,,0.00,,,0.20,-0.50,2.00,15.00,,0.00,200.00,"low medieval industry, trade 1, pterafolk",-0.26,27938.56,
High Empire of Laputarches,Octum,1034743.00,0.10,0.05,0.15,0.00,0.05,0.04,,0.10,0.05,,0.20,,,,,0.00,300.00,"reg capital, medium medieval industry, trade 3",0.39,43024613.94,
High Empire of Laputarches,Nurn,4513524.00,0.10,0.05,0.15,0.10,0.15,0.04,,0.05,0.05,,0.20,,,,,0.00,350.00,"reg capital, high medieval industry, trade 2,",0.44,226849716.24,
High Empire of Laputarches,Rurn,126043.00,0.10,0.05,0.15,0.10,0.05,0.04,,0.00,,,0.20,,,,,0.00,200.00,"low medieval industry, trade 1,",0.34,3367868.96,
High Empire of Laputarches,Efilin,1804.00,0.10,0.00,0.15,0.00,0.15,0.04,,0.00,0.05,0.15,0.20,0.05,-0.10,15.00,,0.00,200.00,"reg capital, low medieval industry, trade 1, all elven pop, heavenly paradise",0.44,51810.88,
High Empire of Laputarches,Rafbel,4119.00,0.10,0.00,0.15,0.00,0.15,0.04,,0.00,,0.15,0.20,0.05,-0.10,15.00,,0.00,200.00,"low medieval industry, trade 1, all elven pop heavenly paradise",0.39,114178.68,
High Empire of Laputarches,Lynhor,1801.00,0.10,0.00,0.15,0.00,0.15,0.04,,0.00,,0.15,0.20,0.05,-0.10,15.00,,0.00,200.00,"low medieval industry, trade 1, all elven pop heavenly paradise",0.39,49923.72,
High Empire of Laputarches,Anlbel,1801.00,0.10,0.00,0.15,0.00,0.15,0.04,,0.00,,0.15,0.20,0.05,-0.10,15.00,,0.00,200.00,"low medieval industry, trade 1, all elven pop heavenly paradise",0.39,49923.72,
High Empire of Laputarches,Dhemgolir,2025.00,0.10,0.00,0.15,0.00,0.15,0.04,,0.00,,0.15,0.20,0.10,-0.20,15.00,3500000.00,3.50,200.00,"low medieval industry, trade 1, all dwarven pop heavenly paradise",0.44,58158.00,"large black sapphire, moderate damestear"
High Empire of Laputarches,Khungan,1836.00,0.10,0.00,0.15,0.00,0.15,0.04,,0.00,,0.15,0.20,0.10,-0.20,15.00,600000.00,0.60,200.00,"low medieval industry, trade 1, all dwarven pop heavenly paradise",0.44,52729.92,large silver
High Empire of Laputarches,Eartheart,8238919.00,0.10,0.15,0.15,0.10,0.15,0.04,,0.10,0.10,,0.20,0.10,-0.20,,3350000.00,0.34,650.00,"Nat capital, high modern industry, trade 3, all dwarven pop",0.74,929679619.96,"large black opal (1925), silver (1925), tungsten (1925), moderate coal (1925), iron (1925)"
High Empire of Laputarches,Gracklstugh,2358190.00,0.10,0.15,0.15,0.10,0.15,0.04,,0.05,,,0.20,0.10,-0.20,,12050000.00,1.21,600.00,"medium modern industry, trade 2, all dwarven pop",0.59,224405360.40,"large gold (1925), platinum (1925), iron (1925), moderate beskar (1925), gems (1925)"
High Empire of Laputarches,Myth Rhun,251420.00,0.10,0.15,0.15,0.10,0.10,0.04,,0.00,,,0.20,,,,,0.00,200.00,"low medieval industry, trade 1",0.44,7220782.40,
High Empire of Laputarches,Myth Drannor,7912521.00,0.10,0.15,0.15,0.10,0.10,0.04,,0.05,,,0.20,,,,,0.00,600.00,"medium medieval industry, trade 2",0.49,705480372.36,
High Empire of Laputarches,Ardeep,471409.00,0.10,0.15,0.15,0.10,0.10,0.04,,0.00,,,0.20,,,,,0.00,200.00,"low medieval industry, trade 1",0.44,13538866.48,
Kalgor,Oryndoll,827983.00,0.10,0.05,0.05,0.05,0.10,0.01,,0.05,0.10,0.15,0.00,,-0.20,,800000.00,0.08,300.00,"nat capital, medium medieval, trade 2, large slave population, all mindflayer",0.46,36265655.40,"large iron, small tungsten"
Kalgor,Ch'Chitl,313901.00,0.10,0.05,0.05,0.05,0.10,0.01,,0.05,,0.15,0.00,,-0.20,,4000000.00,0.40,300.00,"medium medieval industry, trade 2, large slave population, all mindflayer",0.36,12807160.80,"large gold, coal"
Kalgor,Qrane,132687.00,0.10,0.05,0.05,0.05,0.05,0.01,,,,0.15,0.00,,-0.20,,,0.00,200.00,"low medieval, trade 1, large slave population, all mindflayer",0.31,3476399.40,
Kalgor,Krul,81653.00,0.10,0.05,0.05,0.05,0.05,0.01,,,,0.15,0.00,,-0.20,,,0.00,200.00,"low medieval, trade 1, large slave population, all mindflayer",0.31,2139308.60,
Kingdom of Athala,Athala,50542.00,0.10,0.00,0.00,0.05,-0.05,0.01,,,0.10,,0.00,,,,,0.00,200.00,"nat capital, low medieval, trade 1",0.16,1172574.40,
Kingdom of Athala,Kathala,25309.00,0.10,0.00,0.00,0.05,0.10,0.01,,,,,0.00,,,,,0.00,200.00,"low medieval, trade 1",0.06,536550.80,
Kingdom of Athala,Rathala,30371.00,0.10,0.00,0.00,0.05,0.10,0.01,,,,,0.00,,,,,0.00,200.00,"low medieval, trade 1",0.06,643865.20,
Kingdom of Belfalas,Nieuw Edhellond,3039324.00,0.05,-0.15,-0.15,0.10,0.15,0.01,,0.00,0.10,,0.00,0.05,-0.10,,,0.00,350.00,"nat capital, high medieval industry, trade 1, all elven pop",-0.04,51113831.37,
Kingdom of Belfalas,Laiquendi,250762.00,0.05,-0.15,-0.15,0.05,0.10,0.01,,0.00,,,0.00,0.05,-0.10,,,0.00,200.00,"low medieval industry, trade 1, all elven pop",-0.19,2033679.82,
Kingdom of Belfalas,Amroth,150458.00,0.05,-0.15,-0.15,0.00,0.15,0.01,,0.00,,,0.00,0.05,-0.10,,,0.00,200.00,"low medieval industry, trade 1, all elven pop",-0.24,1144985.38,
Kingdom of Belfalas,Ringlo,302420.00,0.05,-0.15,-0.15,0.10,0.15,0.01,,0.00,,,0.00,0.05,-0.10,,,0.00,200.00,"low medieval industry, trade 1, all elven pop",-0.14,2603836.20,
Kingdom of Gondolin,Gondolin,3399935.00,0.05,0.20,-0.05,0.10,-0.05,0.01,,0.10,0.10,,0.00,0.05,-0.10,,700000.00,0.07,350.00,"Nat capital, high medieval industry, trade 3, all elven pop",0.51,89902781.24,"large iron, copper"
Kingdom of Gondolin,Riverbend,102325.00,0.05,0.05,-0.05,0.10,0.15,0.01,,0.00,,,0.00,0.05,-0.10,,,0.00,200.00,"low medieval industry, trade 1, all elven pop",0.16,1187993.25,
Kingdom of Gondolin,Wethrin,848891.00,0.05,0.00,-0.05,0.10,-0.05,0.01,,0.00,,,0.00,0.05,-0.10,,,0.00,200.00,"low medieval industry, trade 1, all elven pop",0.11,9431179.01,
Kingdom of Gondolin,Everhorn,100311.00,0.05,0.05,-0.05,0.10,0.00,0.01,,0.00,,,0.00,0.05,-0.10,,,0.00,200.00,"low medieval industry, trade 1, all elven pop",0.16,1164610.71,
Kingdom of Gondolin,Drengist,2463667.00,0.05,0.00,-0.05,0.10,0.15,0.01,,0.00,,,0.00,0.05,-0.10,,,0.00,200.00,"low medieval industry, trade 1, all elven pop",0.11,27371340.37,
Kingdom of Gondolin,Mithrim,1432556.00,0.05,0.05,-0.05,0.10,0.15,0.01,,0.00,,,0.00,0.05,-0.10,,,0.00,300.00,"medium medieval industry, trade 1, all elven pop",0.16,24947962.74,
Kingdom of Gondolin,Taniquetil,654882.00,0.05,0.05,-0.05,0.10,0.15,0.01,,0.00,,,0.00,0.05,-0.10,,,0.00,200.00,"low medieval industry, trade 1, all elven pop",0.16,7603180.02,
Kingdom of Gondolin,Brithon,431909.00,0.05,0.20,-0.05,0.10,0.10,0.01,,0.00,,,0.00,0.05,-0.10,,,0.00,200.00,"low medieval industry, trade 1, all elven pop",0.31,5662326.99,
Kingdom of Gondolin,Eglarest,243753.00,0.05,0.05,-0.05,0.10,0.00,0.01,,0.00,,,0.00,0.05,-0.10,,,0.00,200.00,"low medieval industry, trade 1, all elven pop",0.16,2829972.33,
Kingdom of Gondolin,Formenos,4491122.00,0.05,0.05,-0.05,0.10,0.00,0.01,,0.05,0.05,,0.00,0.05,-0.10,,,0.00,350.00,"Reg capital, high medieval industry, trade 2, all elven pop",0.26,99107834.74,
Kingdom of Gondolin,Tirion,1279939.00,0.05,0.05,-0.05,0.10,0.15,0.01,,0.00,,,0.00,0.05,-0.10,,,0.00,200.00,"low medieval industry, trade 1, all elven pop",0.16,14860091.79,
Kingdom of Gondolin,Cirdan,389998.00,0.05,0.05,-0.05,0.10,0.15,0.01,,0.05,,,0.00,0.05,-0.10,,100000.00,0.01,200.00,"low medieval industry, trade 2, all elven pop",0.21,4722875.78,low iron
Kingdom of Gondolin,Penlod,1563642.00,0.05,0.05,-0.05,0.10,0.15,0.01,,0.00,,,0.00,0.05,-0.10,,,0.00,200.00,"low medieval industry, trade 1, all elven pop",0.16,18153883.62,
Kingdom of Gondolin,Brithombar,327442.00,0.05,0.05,-0.05,0.10,0.15,0.01,,0.00,,,0.00,0.05,-0.10,,,0.00,200.00,"low medieval industry, trade 1, all elven pop",0.16,3801601.62,
Kingdom of Gondolin,Maeglin,130559.00,0.05,-0.05,-0.05,,-0.05,0.01,,0.00,,,0.00,0.05,-0.10,,250000.00,0.03,200.00,"low medieval industry, trade 1, all elven pop",-0.04,1254671.99,moderate iron
Kingdom of Gondolin,Glorfindel,272449.00,0.05,-0.05,-0.05,0.10,-0.05,0.01,,0.00,,,0.00,0.05,-0.10,,200000.00,0.02,200.00,"low medieval industry, trade 1, all elven pop",0.06,2890683.89,large copper
Kingdom of Gondolin,Salgant,2251158.00,0.05,-0.05,-0.05,0.10,0.15,0.01,,0.05,0.05,,0.00,0.05,-0.10,,,0.00,300.00,"reg capital, medium medieval industry, trade 2, all elven pop",0.16,39203916.57,
Kingdom of Gondolin,Tuor,171799.00,0.05,-0.05,-0.05,0.10,0.00,0.01,,0.00,,,0.00,0.05,-0.10,,,0.00,200.00,"low medieval industry, trade 1, all elven pop",0.06,1822787.39,
Kingdom of Numenor,Armenelos,6300061.00,0.05,0.25,0.05,0.10,0.15,0.01,,0.20,0.10,,0.00,0.15,,,,0.00,350.00,"Nat capital, high medieval industry, trade 5, all numenor pop",0.86,205177236.62,
Kingdom of Numenor,Meneltarma,536015.00,0.05,0.25,0.05,0.10,0.00,0.01,,0.05,,,0.00,0.15,,,4800000.00,0.48,200.00,"low medieval industry, trade 2, all numenor pop",0.61,8635201.65,"large iron, gold, damestear"
Kingdom of Numenor,Mazor,410828.00,0.05,0.25,0.05,0.10,0.05,0.01,,0.00,,,0.00,0.15,,,,0.00,200.00,"low medieval industry, trade 1, all numenor pop",0.56,6413025.08,
Kingdom of Numenor,Solos,2695.00,0.05,0.25,0.05,0.00,0.05,0.01,,0.05,,,0.00,0.15,,17.50,6000000.00,6.00,200.00,"low medieval industry, trade 2, all numenor pop",0.51,40721.45,large sunstone
Kingdom of Numenor,Romanus,1811.00,0.05,0.25,0.05,0.00,0.05,0.01,,0.00,,,0.00,0.15,,17.50,4250000.00,4.25,200.00,"low medieval industry, trade 1, all numenor pop",0.46,26458.71,"large adamantium, moderate platinum"
Kingdom of Numenor,Crimmor,203887.00,0.05,0.25,0.05,0.10,0.05,0.01,,0.00,,,0.00,0.15,,,5000000.00,0.50,200.00,"low medieval industry, trade 1, all numenor pop",0.56,3182676.07,"large black sapphires, jacinths, black opals"
Kingdom of Numenor,Zimson,155541.00,0.05,0.25,0.05,0.10,0.05,0.01,,0.00,,,0.00,0.15,,,,0.00,200.00,"low medieval industry, trade 1, all numenor pop",0.56,2427995.01,
Kingdom of Numenor,Bergbau,389930.00,0.05,0.25,0.05,0.10,0.05,0.01,,0.00,,,0.00,0.15,,,33300000.00,3.33,200.00,"low medieval industry, trade 1, all numenor pop",0.56,6086807.30,"huge beskar, mithril, adamantium"
Kingdom of Numenor,Nyanzaru,317192.00,0.05,0.25,0.05,0.10,0.05,0.01,,0.05,,,0.00,0.15,,,1500000.00,0.15,200.00,"low medieval industry, trade 2, all numenor pop",0.61,5109963.12,"large sakuradite, oil"
Kingdom of Numenor,New Numenor,1666739.00,0.05,-0.05,0.05,0.10,0.15,0.01,,0.05,0.05,,0.00,,,,,0.00,300.00,"reg capital, medium medival industry, trade 2",0.21,30276313.94,
Kingdom of Numenor,New Armenelos,61947.00,0.05,-0.05,0.05,0.10,0.10,0.01,,0.00,,,0.00,,,,,0.00,200.00,"low medieval industry, trade 1",0.11,688231.17,
Kingdom of Numenor,New Forostar ,3462737.00,0.05,-0.05,0.05,0.10,0.15,0.01,,0.05,0.05,,0.00,,,,8000000.00,0.80,350.00,"Reg capital, high medieval industry, trade 2",0.21,73384053.87,"large gems, iron, copper, coal, moderate gold, low shou lung"
Kingdom of Numenor,New Romenna ,123894.00,0.05,-0.05,0.05,0.10,0.05,0.01,,0.05,,,0.00,,,,,0.00,200.00,"low medieval industry, trade 2",0.16,1438409.34,
Kingdom of Numenor,New Andustar,237464.00,0.05,-0.05,0.05,0.10,0.05,0.01,,0.05,,,0.00,,,,,0.00,200.00,"low medieval industry, trade 2",0.16,2756957.04,
Kingdom of Numenor,New Hyarrostar,170354.00,0.05,-0.05,0.05,0.10,0.05,0.01,,0.05,,,0.00,,,,,0.00,200.00,"low medieval industry, trade 2",0.16,1977809.94,
Kingdom of Numenor,New Mittalmar,325464.00,0.05,-0.05,0.05,0.10,0.05,0.01,,0.05,,,0.00,,,,450000.00,0.05,200.00,"low medieval industry, trade 2",0.16,3778637.04,"large copper, moderate iron"
Kingdom of Numenor,New Nindamos,2211575.00,0.05,-0.05,0.05,0.10,0.05,0.01,,0.05,0.05,,0.00,,,,3800000.00,0.38,300.00,"reg capital, medium medieval industry, trade 2",0.21,40173259.88,"huge oil, large gems"
Kingdom of Numenor,New Ondosto,545027.00,0.05,-0.05,0.05,0.10,0.05,0.01,,0.00,,,0.00,,,,,0.00,200.00,"low medieval industry, trade 1",0.11,6055249.97,
Kingdom of Numenor,Morvar,138097.00,0.05,0.25,0.05,0.10,0.05,0.01,,0.00,,,0.00,0.15,,,2950000.00,0.30,200.00,"low medieval industry, trade 1, all numenor pop",0.56,2155694.17,"large oil, moderate gems, aluminum"
Kingdom of Numenor,Sokkar,293131.00,0.05,0.25,0.05,0.10,0.05,0.01,,0.00,,,0.00,0.15,,,,0.00,200.00,"low medieval industry, trade 1, all numenor pop",0.56,4575774.91,
Kingdom of Numenor,Anduine,2550115.00,0.05,0.25,0.05,0.10,0.15,0.01,,0.15,0.05,,0.00,0.15,,,,0.00,300.00,"reg capital, medium medieval industry, trade 4, all numenor pop",0.76,67361287.73,
Kingdom of Numenor,Hafen,103694.00,0.05,0.25,0.05,0.10,0.05,0.01,,0.00,,,0.00,0.15,,,,0.00,200.00,"low medieval industry, trade 1, all numenor pop",0.56,1618663.34,
Kingdom of Numenor,Almaida,291217.00,0.05,0.25,0.05,0.10,0.05,0.01,,0.00,,,0.00,0.15,,,,0.00,200.00,"low medieval industry, trade 1, all numenor pop",0.56,4545897.37,
Kingdom of Numenor,Eldahonde,1903158.00,0.05,0.25,0.05,0.10,0.15,0.01,,0.10,,,0.00,0.15,,,,0.00,300.00,"medium medieval industry, trade 3, all numenor pop",0.66,47417181.57,
Kingdom of Numenor,Everfair,356053.00,0.05,0.25,0.05,0.10,0.05,0.01,,0.00,,,0.00,0.15,,,,0.00,200.00,"low medieval industry, trade 1, all numenor pop",0.56,5557987.33,
Kingdom of Numenor,Duskor,308580.00,0.05,0.25,0.05,0.10,0.10,0.01,,0.00,,,0.00,0.15,,,,0.00,200.00,"low medieval industry, trade 1, all numenor pop",0.56,4816933.80,
Kingdom of Numenor,Nonthal,178414.00,0.05,0.25,0.05,0.10,0.10,0.01,,0.00,,,0.00,0.15,,,,0.00,200.00,"low medieval industry, trade 1, all numenor pop",0.56,2785042.54,
Kingdom of Numenor,Luskan,376519.00,0.05,0.25,0.05,0.10,0.05,0.01,,0.00,,,0.00,0.15,,,450000.00,0.05,200.00,"low medieval industry, trade 1, all numenor pop",0.56,5877461.59,"large copper, moderate coal,"
Kingdom of Numenor,Nindamos,1374502.00,0.05,0.25,0.05,0.10,0.15,0.01,,0.05,0.05,,0.00,0.15,,,,0.00,200.00,"reg capital, low medieval industry, trade 2, all numenor pop",0.66,22830478.22,
Kingdom of Numenor,Airspur,188908.00,0.05,0.25,0.05,0.10,0.10,0.01,,0.00,,,0.00,0.15,,,,0.00,200.00,"low medieval industry, trade 1, all numenor pop",0.56,2948853.88,
Kingdom of Numenor,Myrmyr,230888.00,0.05,0.25,0.05,0.10,0.10,0.01,,0.00,,,0.00,0.15,,,,0.00,200.00,"low medieval industry, trade 1, all numenor pop",0.56,3604161.68,
Kingdom of Numenor,Sleekhall,100911.00,0.05,0.25,0.05,0.10,0.10,0.01,,0.00,,,0.00,0.15,,,,0.00,200.00,"low medieval industry, trade 1, all numenor pop",0.56,1575220.71,
Kingdom of Numenor,Eregion,120692.00,0.05,0.25,0.05,0.10,0.10,0.01,,0.00,,,0.00,0.15,,,,0.00,200.00,"low medieval industry, trade 1, all numenor pop",0.56,1884002.12,
Kingdom of Numenor,Riverton,384430.00,0.05,0.25,0.05,0.10,0.10,0.01,,0.00,,,0.00,0.15,,,,0.00,200.00,"low medieval industry, trade 1, all numenor pop",0.56,6000952.30,
Kingdom of Numenor,Athkatla,346332.00,0.05,0.25,0.05,0.10,0.10,0.01,,0.00,,,0.00,0.15,,,,0.00,200.00,"low medieval industry, trade 1, all numenor pop",0.56,5406242.52,
Kingdom of Tirion,Vinyamar,538745.00,0.05,0.05,0.05,0.10,0.15,0.01,,0.05,0.10,,0.00,0.05,-0.10,,,0.00,200.00,"Nat capital, low medieval industry, trade 2, all elven pop",0.41,7601691.95,
Kingdom of Tirion,Taras,61700.00,0.05,0.05,0.05,0.10,0.15,0.01,,0.00,,,0.00,0.05,-0.10,,,0.00,200.00,"low medieval industry, trade 1, all elven pop",0.26,778037.00,
Kingdom of Tirion,Felagund,164538.00,0.05,0.05,0.05,0.10,0.15,0.01,,0.00,,,0.00,0.05,-0.10,,,0.00,200.00,"low medieval industry, trade 1, all elven pop",0.26,2074824.18,
Kingdom of Tirion,Narog,287224.00,0.05,0.05,0.05,0.05,0.15,0.01,,0.00,,,0.00,0.05,-0.10,,,0.00,200.00,"low medieval industry, trade 1, all elven pop",0.21,3478282.64,
Kingdom of Tirion,Nargothond,71806.00,0.05,0.05,0.05,0.05,0.15,0.01,,0.00,,,0.00,0.05,-0.10,,,0.00,200.00,"low medieval industry, trade 1, all elven pop",0.21,869570.66,
Land of Mountains,Zhido,50951.00,0.10,0.05,0.05,0.05,0.15,0.01,,,,,0.00,,,,700000.00,0.07,200.00,"low medieval industry, trade 1, all hengyokai pop",0.16,1182063.20,"large iron, aluminum"
Land of Mountains,Glont,50845.00,0.10,0.05,0.05,0.05,0.15,0.01,,,,,0.00,,,,,0.00,200.00,"low medieval industry, trade 1, all hengyokai pop",0.16,1179604.00,
Land of Mountains,Ogdopolis,153903.00,0.10,0.05,0.05,0.05,0.15,0.01,,,0.10,,0.00,,,,2000000.00,0.20,200.00,"nat capital, low medieval industry, trade 1, all hengyokai pop",0.26,3878355.60,huge oil
Lux Imperium,Helio,2648508.00,0.10,0.25,0.15,0.10,0.15,0.01,,0.20,0.10,,0.00,0.05,-0.10,,,0.00,350.00,"Nat capital, high medieval industry, trade 5, all drow pop",0.86,172510568.58,
Lux Imperium,Hellion,1569566.00,0.10,0.25,0.15,0.00,0.15,0.01,,0.15,,,0.00,0.05,-0.10,,,0.00,300.00,"medium medieval industry, trade 4, all drow pop",0.61,75857124.78,
Lux Imperium,Solalis,2124047.00,0.10,0.25,0.15,0.00,0.15,0.01,,0.15,,,0.00,0.05,-0.10,,3000000.00,0.30,300.00,"medium medieval industry, trade 4, all drow pop",0.61,102655191.51,
Lux Imperium,Zissa,310814.00,0.10,0.10,0.15,0.10,0.15,0.01,,0.00,,,0.00,0.05,-0.10,,,0.00,200.00,"low medieval industry, trade 1, all drow pop",0.41,8771171.08,
Lux Imperium,Kriham,313136.00,0.10,0.25,0.15,0.10,0.15,0.01,,0.00,,,0.00,0.05,-0.10,,,0.00,200.00,"low medieval industry, trade 1, all drow pop",0.56,9776105.92,
Lux Imperium,Lawood,623175.00,0.10,0.10,0.15,0.10,0.15,0.01,,0.00,0.05,,0.00,0.05,-0.10,,,0.00,200.00,"reg capital, low medieval industry, trade 1, all drow pop",0.46,18209173.50,
Lux Imperium,Shuburgh,155407.00,0.10,0.10,0.15,0.10,0.15,0.01,,0.00,,,0.00,0.05,-0.10,,,0.00,200.00,"low medieval industry, trade 1, all drow pop",0.41,4385585.54,
Lux Imperium,Athemore,1048972.00,0.10,0.25,0.15,0.10,0.15,0.01,,0.10,,,0.00,0.05,-0.10,,,0.00,300.00,"medium medieval industry, trade 3, all drow pop",0.66,52270274.76,
Lux Imperium,Duwood,207210.00,0.10,0.10,0.15,0.10,0.15,0.01,,0.00,,,0.00,0.05,-0.10,,,0.00,200.00,"low medieval industry, trade 1, all drow pop",0.41,5847466.20,
Lux Imperium,Lethyr,365326.00,0.10,0.10,0.15,0.10,0.15,0.01,,0.00,,,0.00,-0.05,0.15,,,0.00,200.00,"low medieval industry, trade 1, all yuan-ti pop",0.31,9578847.72,
Lux Imperium,Vlin,1051572.00,0.10,0.10,0.15,0.10,0.15,0.01,,0.10,0.05,,0.00,-0.05,0.15,,,0.00,300.00,"reg capital, medium medieval industry, trade 3, all yuan-ti pop",0.46,46090400.76,
Lux Imperium,Azrose,579797.00,0.10,0.25,0.15,0.10,0.10,0.01,,0.05,,,0.00,-0.15,0.30,,,0.00,200.00,"low medieval industry, trade 2, all kuo-toa pop",0.41,16361871.34,
Lux Imperium,Sliphis,155407.00,0.10,0.10,0.15,0.10,0.15,0.01,,0.00,,,0.00,0.05,-0.10,,,0.00,200.00,"low medieval industry, trade 1, all drow pop",0.41,4385585.54,
Lux Imperium,Heldale,311586.00,0.10,0.10,0.15,0.10,0.15,0.01,,0.05,,,0.00,0.05,-0.10,,,0.00,200.00,"low medieval industry, trade 2, all drow pop",0.46,9104542.92,
Lux Imperium,Andstead,316253.00,0.10,0.25,0.15,0.10,0.10,0.01,,0.05,,,0.00,-0.15,0.30,,,0.00,200.00,"low medieval industry, trade 2, all kuo-toa pop",0.41,8924659.66,
Lux Imperium,Brutset,527089.00,0.10,0.25,0.15,0.10,0.10,0.01,,0.05,,,0.00,-0.15,0.30,,,0.00,200.00,"low medieval industry, trade 2, all kuo-toa pop",0.41,14874451.58,
Lux Imperium,Astrinas,31081.00,0.10,0.10,0.15,0.10,0.15,0.01,,0.00,,,0.00,0.05,-0.10,,,0.00,200.00,"low medieval industry, trade 1, all drow pop",0.41,877105.82,
Lux Imperium,Kefwood,260948.00,0.10,0.10,0.15,0.10,0.15,0.01,,0.00,,,0.00,-0.05,0.15,,,0.00,200.00,"low medieval industry, trade 1, all yuan-ti pop",0.31,6842056.56,
Lux Imperium,Mido,368050.00,0.10,0.25,0.15,0.10,0.10,0.01,,0.00,,,0.00,-0.15,0.30,,,0.00,200.00,"low medieval industry, trade 1, all kuo-toa pop",0.36,10018321.00,
Macedon,Pella,1557934.00,0.05,0.05,0.05,0.10,0.15,0.01,,0.05,0.10,,0.00,,,,,0.00,300.00,"nat capital, medium medieval industry, trade 2",0.36,31805222.61,
Macedon,Amphipolis,515457.00,0.05,0.05,0.05,0.10,0.05,0.01,,0.05,,,0.00,,,,500000.00,0.05,200.00,"low medieval industry, trade 2",0.26,6499912.77,large iron
