"Empire","City","Pop","Tax","Prosperity_Regional","Prosperity_National","Road_Level","Terrain","Literacy","War_Population","Trade","Capital","Special_Mod","Healthcare_Spending","Pop_Tax","Pop_Growth_Mod","Colonial_Boost","Resource_Income","Resource_Boost","Tax_Base_Industry","Special_Economic_Notes","Net_Prosperity","Net_Income","Resources_Notes"
"High Empire of Laputarches","Minas Tirith",131159581937,"0.10","0.15","0.15","0.10","0.00","0.04","","0.10","0.05","","0.20","","","","3600000.00","0.36","350.00","reg capital, high medieval industry, trade 3",0.5900000000000001,7299030734794.051,"Large gold, silver, iron"
"High Empire of Laputarches","Osgiliath",82200,"0.10","0.15","0.15","0.10","0.15","0.04","","0.10","","","0.20","","","","","0.00","350.00","high medieval industry, trade 3",0.54,4430580,""
"High Empire of Laputarches","Minas Morgul",2133,"0.10","0.15","0.15","0.10","0.00","0.04","","0.00","","","0.20","","","","","0.00","200.00"," low medieval industry, trade 1",0.44,61430.399999999994,""
"High Empire of Laputarches","Pelargir",62783,"0.10","0.15","0.15","0.10","0.15","0.04","","0.15","","","0.20","","","","","0.00","350.00","high medieval industry, trade 4",0.5900000000000001,3493873.95,""
"High Empire of Laputarches","Linhir",20844,"0.10","0.15","0.15","0.10","0.10","0.04","","0.05","","","0.20","","","","","0.00","200.00","low medieval industry, trade 2",0.49,621151.2,""
"High Empire of Laputarches","Erech",1886399346,"0.10","0.15","0.15","0.10","0.00","0.04","","0.00","","","0.20","","","","600000.00","0.06","200.00","low medieval industry, trade 1",0.44,54328301164.799995,"moderate iron, silver"
"High Empire of Laputarches","Edhellondus",10991,"0.10","0.15","0.15","0.10","0.10","0.04","","0.05","","","0.20","","","","","0.00","300.00","medium medieval industry, trade 2",0.49,491297.7,""
"High Empire of Laputarches","Dol Amroth",5832851582,"0.10","0.15","0.15","0.10","0.15","0.04","","0.10","","","0.20","","","","500000.00","0.05","300.00","medium medieval industry, trade 3",0.54,269477743088.4,"large coal"
"High Empire of Laputarches","Helms Deep",1249,"0.10","0.25","0.15","0.10","0.00","0.04","","0.00","","","0.20","","","","","0.00","200.00","low medieval industry, trade 1",0.54,38469.200000000004,""
"High Empire of Laputarches","Isengard",900,"0.10","0.25","0.15","0.10","0.00","0.04","","0.00","0.10","0.05","0.20","","","","","0.00","200.00","Nat Capital, low medieval industry, trade 1, Tower of Orthanc",0.6900000000000001,30420,""
"High Empire of Laputarches","Carnost",1901,"0.10","0.25","0.15","0.10","0.10","0.04","","0.00","","","0.20","","","","","0.00","200.00","low medieval industry, trade 1",0.54,58550.8,""
"High Empire of Laputarches","Bree",2384,"0.10","0.15","0.15","0.10","0.05","0.04","","0.00","","","0.20","","","","","0.00","200.00","low medieval industry, trade 1",0.44,68659.2,""
"High Empire of Laputarches","Fornostos",4945,"0.10","0.15","0.15","0.10","0.05","0.04","","0.00","","","0.20","","","","","0.00","200.00","low medieval industry, trade 1",0.44,142416,""
"High Empire of Laputarches","Lond Daer Enedh",39143,"0.10","0.15","0.15","0.10","0.15","0.04","","0.10","","","0.20","","","","","0.00","300.00","medium medieval industry, trade 3",0.54,1808406.6,""
"High Empire of Laputarches","Freyport",1784,"0.10","0.15","0.15","0.10","0.05","0.04","","0.00","","","0.20","","","","","0.00","200.00","low medieval industry, trade 1",0.44,51379.2,""
"High Empire of Laputarches","Tharbad",15728,"0.10","0.15","0.15","0.10","0.10","0.04","","0.05","","","0.20","","","","","0.00","300.00","medium medieval industry, trade 2",0.49,703041.6,""
"High Empire of Laputarches","Talgard",2751,"0.10","0.15","0.15","0.10","0.05","0.04","","0.00","","","0.20","","","","","0.00","200.00","low medieval industry, trade 1",0.44,79228.8,""
"High Empire of Laputarches","Rivendell",4223,"0.10","0.15","0.15","0.10","0.15","0.04","","0.00","","","0.20","0.05","-0.10","","","0.00","200.00"," low medieval industry, trade 1, all elven pop",0.49,125845.4,""
"High Empire of Laputarches","Hobbiton",10073,"0.10","0.15","0.15","0.10","0.15","0.04","","0.00","","","0.20","","-0.10","","","0.00","200.00"," low medieval industry, trade 1, all hobbit pop",0.44,290102.39999999997,""
"High Empire of Laputarches","Grey Havens",55614,"0.10","0.15","0.15","0.10","0.10","0.04","","0.10","0.05","","0.20","0.05","-0.10","","","0.00","350.00","Reg capital, high medieval industry, trade 3, all elven pop",0.6400000000000001,3192243.6,""
"High Empire of Laputarches","Harlond",9453,"0.10","0.15","0.15","0.10","0.10","0.04","","0.05","","","0.20","0.05","-0.10","","","0.00","300.00","medium medieval industry, trade 2, all elven pop",0.54,436728.60000000003,""
"High Empire of Laputarches","Rithlond",1602,"0.10","0.15","0.15","0.10","0.10","0.04","","0.00","","","0.20","0.05","-0.10","","","0.00","200.00","low medieval industry, trade 1, all elven pop",0.49,47739.6,""
"High Empire of Laputarches","Forlond",13911,"0.10","0.15","0.15","0.10","0.10","0.04","","0.05","","","0.20","0.05","-0.10","","","0.00","300.00","medium medieval industry, trade 2, all elven pop",0.54,642688.2000000001,""
"High Empire of Laputarches","Shincho",359,"0.10","0.05","0.15","0.00","0.15","0.04","","0.00","","","0.20","-0.50","2.00","15.00","","0.00","200.00","low medieval industry, trade 1, pterafolk",-0.26,5313.2,""
"High Empire of Laputarches","Yama",359,"0.10","0.05","0.15","0.00","0.15","0.04","","0.00","","","0.20","-0.50","2.00","15.00","","0.00","200.00","low medieval industry, trade 1, pterafolk",-0.26,5313.2,""
"High Empire of Laputarches","Octum",18109,"0.10","0.05","0.15","0.00","0.05","0.04","","0.10","0.05","","0.20","","","","","0.00","300.00","reg capital, medium medieval industry, trade 3",0.39,755145.3,""
"High Empire of Laputarches","Nurn",83501,"0.10","0.05","0.15","0.10","0.15","0.04","","0.05","0.05","","0.20","","","","","0.00","350.00","reg capital, high medieval industry, trade 2,",0.44,4208450.399999999,""
"High Empire of Laputarches","Rurn",2207,"0.10","0.05","0.15","0.10","0.05","0.04","","0.00","","","0.20","","","","","0.00","200.00","low medieval industry, trade 1,",0.34,59147.600000000006,""
"High Empire of Laputarches","Efilin",303,"0.10","0.00","0.15","0.00","0.15","0.04","","0.00","0.05","0.15","0.20","0.05","-0.10","15.00","","0.00","200.00","reg capital, low medieval industry, trade 1, all elven pop, heavenly paradise",0.43999999999999995,8726.4,""
"High Empire of Laputarches","Rafbel",691,"0.10","0.00","0.15","0.00","0.15","0.04","","0.00","","0.15","0.20","0.05","-0.10","15.00","","0.00","200.00","low medieval industry, trade 1, all elven pop heavenly paradise",0.38999999999999996,19209.8,""
"High Empire of Laputarches","Lynhor",303,"0.10","0.00","0.15","0.00","0.15","0.04","","0.00","","0.15","0.20","0.05","-0.10","15.00","","0.00","200.00","low medieval industry, trade 1, all elven pop heavenly paradise",0.38999999999999996,8423.4,""
"High Empire of Laputarches","Anlbel",303,"0.10","0.00","0.15","0.00","0.15","0.04","","0.00","","0.15","0.20","0.05","-0.10","15.00","","0.00","200.00","low medieval industry, trade 1, all elven pop heavenly paradise",0.38999999999999996,8423.4,""
"High Empire of Laputarches","Dhemgolir",70875338,"0.10","0.00","0.15","0.00","0.15","0.04","","0.00","","0.15","0.20","0.10","-0.20","15.00","3500000.00","3.50","200.00","low medieval industry, trade 1, all dwarven pop heavenly paradise",0.44,2041209734.3999999,"large black sapphire, moderate damestear"
"High Empire of Laputarches","Khungan",11016307,"0.10","0.00","0.15","0.00","0.15","0.04","","0.00","","0.15","0.20","0.10","-0.20","15.00","600000.00","0.60","200.00","low medieval industry, trade 1, all dwarven pop heavenly paradise",0.44,317269641.59999996,"large silver"
"High Empire of Laputarches","Eartheart",276003922443,"0.10","0.15","0.15","0.10","0.15","0.04","","0.10","0.10","","0.20","0.10","-0.20","","3350000.00","0.34","650.00","Nat capital, high modern industry, trade 3, all dwarven pop",0.74,31216043628303.3,"large black opal (1925), silver (1925), tungsten (1925), moderate coal (1925), iron (1925)"
"High Empire of Laputarches","Gracklstugh",284161933911,"0.10","0.15","0.15","0.10","0.15","0.04","","0.05","","","0.20","0.10","-0.20","","12050000.00","1.21","600.00","medium modern industry, trade 2, all dwarven pop",0.5900000000000001,27109048495109.402,"large gold (1925), platinum (1925), iron (1925), moderate beskar (1925), gems (1925)"
"High Empire of Laputarches","Myth Rhun",4527,"0.10","0.15","0.15","0.10","0.10","0.04","","0.00","","","0.20","","","","","0.00","200.00","low medieval industry, trade 1",0.44,130377.59999999999,""
"High Empire of Laputarches","Myth Drannor",142426,"0.10","0.15","0.15","0.10","0.10","0.04","","0.05","","","0.20","","","","","0.00","600.00","medium medieval industry, trade 2",0.49,12732884.4,""
"High Empire of Laputarches","Ardeep",8486,"0.10","0.15","0.15","0.10","0.10","0.04","","0.00","","","0.20","","","","","0.00","200.00","low medieval industry, trade 1",0.44,244396.8,""
"Kalgor","Oryndoll",6623875593,"0.10","0.05","0.05","0.05","0.10","0.01","","0.05","0.10","0.15","0.00","","-0.20","","800000.00","0.08","300.00","nat capital, medium medieval, trade 2, large slave population, all mindflayer",0.4600000000000001,290125750973.39996,"large iron, small tungsten"
"Kalgor","Ch'Chitl",12556044396,"0.10","0.05","0.05","0.05","0.10","0.01","","0.05","","0.15","0.00","","-0.20","","4000000.00","0.40","300.00","medium medieval industry, trade 2, large slave population, all mindflayer",0.36,512286611356.7999,"large gold, coal"
"Kalgor","Qrane",1792,"0.10","0.05","0.05","0.05","0.05","0.01","","","","0.15","0.00","","-0.20","","","0.00","200.00","low medieval, trade 1, large slave population, all mindflayer",0.31000000000000005,46950.4,""
"Kalgor","Krul",1103,"0.10","0.05","0.05","0.05","0.05","0.01","","","","0.15","0.00","","-0.20","","","0.00","200.00","low medieval, trade 1, large slave population, all mindflayer",0.31000000000000005,28898.600000000002,""
"Kingdom of Athala","Athala",734,"0.10","0.00","0.00","0.05","-0.05","0.01","","","0.10","","0.00","","","","","0.00","200.00","nat capital, low medieval, trade 1",0.16000000000000003,17028.800000000003,""
"Kingdom of Athala","Kathala",406,"0.10","0.00","0.00","0.05","0.10","0.01","","","","","0.00","","","","","0.00","200.00","low medieval, trade 1",0.060000000000000005,8607.2,""
"Kingdom of Athala","Rathala",487,"0.10","0.00","0.00","0.05","0.10","0.01","","","","","0.00","","","","","0.00","200.00","low medieval, trade 1",0.060000000000000005,10324.4,""
"Kingdom of Belfalas","Nieuw Edhellond",47111,"0.05","-0.15","-0.15","0.10","0.15","0.01","","0.00","0.10","","0.00","0.05","-0.10","","","0.00","350.00","nat capital, high medieval industry, trade 1, all elven pop",-0.03999999999999997,791464.8,""
"Kingdom of Belfalas","Laiquendi",3762,"0.05","-0.15","-0.15","0.05","0.10","0.01","","0.00","","","0.00","0.05","-0.10","","","0.00","200.00","low medieval industry, trade 1, all elven pop",-0.19,30472.2,""
"Kingdom of Belfalas","Amroth",2333,"0.05","-0.15","-0.15","0.00","0.15","0.01","","0.00","","","0.00","0.05","-0.10","","","0.00","200.00","low medieval industry, trade 1, all elven pop",-0.24,17730.8,""
"Kingdom of Belfalas","Ringlo",4689,"0.05","-0.15","-0.15","0.10","0.15","0.01","","0.00","","","0.00","0.05","-0.10","","","0.00","200.00","low medieval industry, trade 1, all elven pop",-0.13999999999999996,40325.4,""
"Kingdom of Gondolin","Gondolin",23799590900,"0.05","0.20","-0.05","0.10","-0.05","0.01","","0.10","0.10","","0.00","0.05","-0.10","","700000.00","0.07","350.00","Nat capital, high medieval industry, trade 3, all elven pop",0.5099999999999999,628904189532.4999,"large iron, copper"
"Kingdom of Gondolin","Riverbend",1587,"0.05","0.05","-0.05","0.10","0.15","0.01","","0.00","","","0.00","0.05","-0.10","","","0.00","200.00","low medieval industry, trade 1, all elven pop",0.16000000000000003,18409.2,""
"Kingdom of Gondolin","Wethrin",11461,"0.05","0.00","-0.05","0.10","-0.05","0.01","","0.00","","","0.00","0.05","-0.10","","","0.00","200.00","low medieval industry, trade 1, all elven pop",0.11,127217.1,""
"Kingdom of Gondolin","Everhorn",1405,"0.05","0.05","-0.05","0.10","0.00","0.01","","0.00","","","0.00","0.05","-0.10","","","0.00","200.00","low medieval industry, trade 1, all elven pop",0.16000000000000003,16298.000000000002,""
"Kingdom of Gondolin","Drengist",38188,"0.05","0.00","-0.05","0.10","0.15","0.01","","0.00","","","0.00","0.05","-0.10","","","0.00","200.00","low medieval industry, trade 1, all elven pop",0.11,423886.80000000005,""
"Kingdom of Gondolin","Mithrim",22206,"0.05","0.05","-0.05","0.10","0.15","0.01","","0.00","","","0.00","0.05","-0.10","","","0.00","300.00","medium medieval industry, trade 1, all elven pop",0.16000000000000003,386384.4,""
"Kingdom of Gondolin","Taniquetil",10152,"0.05","0.05","-0.05","0.10","0.15","0.01","","0.00","","","0.00","0.05","-0.10","","","0.00","200.00","low medieval industry, trade 1, all elven pop",0.16000000000000003,117763.20000000001,""
"Kingdom of Gondolin","Brithon",6480,"0.05","0.20","-0.05","0.10","0.10","0.01","","0.00","","","0.00","0.05","-0.10","","","0.00","200.00","low medieval industry, trade 1, all elven pop",0.31,84888,""
"Kingdom of Gondolin","Eglarest",3414,"0.05","0.05","-0.05","0.10","0.00","0.01","","0.00","","","0.00","0.05","-0.10","","","0.00","200.00","low medieval industry, trade 1, all elven pop",0.16000000000000003,39602.4,""
"Kingdom of Gondolin","Formenos",62877,"0.05","0.05","-0.05","0.10","0.00","0.01","","0.05","0.05","","0.00","0.05","-0.10","","","0.00","350.00","Reg capital, high medieval industry, trade 2, all elven pop",0.26,1386437.85,""
"Kingdom of Gondolin","Tirion",19840,"0.05","0.05","-0.05","0.10","0.15","0.01","","0.00","","","0.00","0.05","-0.10","","","0.00","200.00","low medieval industry, trade 1, all elven pop",0.16000000000000003,230144.00000000003,""
"Kingdom of Gondolin","Cirdan",390004046,"0.05","0.05","-0.05","0.10","0.15","0.01","","0.05","","","0.00","0.05","-0.10","","100000.00","0.01","200.00","low medieval industry, trade 2, all elven pop",0.21000000000000002,4719048956.599999,"low iron"
"Kingdom of Gondolin","Penlod",24237,"0.05","0.05","-0.05","0.10","0.15","0.01","","0.00","","","0.00","0.05","-0.10","","","0.00","200.00","low medieval industry, trade 1, all elven pop",0.16000000000000003,281149.2,""
"Kingdom of Gondolin","Brithombar",5076,"0.05","0.05","-0.05","0.10","0.15","0.01","","0.00","","","0.00","0.05","-0.10","","","0.00","200.00","low medieval industry, trade 1, all elven pop",0.16000000000000003,58881.600000000006,""
"Kingdom of Gondolin","Maeglin",326399264,"0.05","-0.05","-0.05","","-0.05","0.01","","0.00","","","0.00","0.05","-0.10","","250000.00","0.03","200.00","low medieval industry, trade 1, all elven pop",-0.04,3133432934.4,"moderate iron"
"Kingdom of Gondolin","Glorfindel",544901679,"0.05","-0.05","-0.05","0.10","-0.05","0.01","","0.00","","","0.00","0.05","-0.10","","200000.00","0.02","200.00","low medieval industry, trade 1, all elven pop",0.060000000000000005,5775957797.400001,"large copper"
"Kingdom of Gondolin","Salgant",34894,"0.05","-0.05","-0.05","0.10","0.15","0.01","","0.05","0.05","","0.00","0.05","-0.10","","","0.00","300.00","reg capital, medium medieval industry, trade 2, all elven pop",0.16000000000000003,607155.6000000001,""
"Kingdom of Gondolin","Tuor",2406,"0.05","-0.05","-0.05","0.10","0.00","0.01","","0.00","","","0.00","0.05","-0.10","","","0.00","200.00","low medieval industry, trade 1, all elven pop",0.060000000000000005,25503.600000000002,""
"Kingdom of Numenor","Armenelos",103952,"0.05","0.25","0.05","0.10","0.15","0.01","","0.20","0.10","","0.00","0.15","","","","0.00","350.00","Nat capital, high medieval industry, trade 5, all numenor pop",0.8600000000000001,3383637.6,""
"Kingdom of Numenor","Meneltarma",25728728041,"0.05","0.25","0.05","0.10","0.00","0.01","","0.05","","","0.00","0.15","","","4800000.00","0.48","200.00","low medieval industry, trade 2, all numenor pop",0.61,414232521460.1,"large iron, gold, damestear"
"Kingdom of Numenor","Mazor",6369,"0.05","0.25","0.05","0.10","0.05","0.01","","0.00","","","0.00","0.15","","","","0.00","200.00","low medieval industry, trade 1, all numenor pop",0.56,99356.40000000001,""
"Kingdom of Numenor","Solos",161700514,"0.05","0.25","0.05","0.00","0.05","0.01","","0.05","","","0.00","0.15","","17.50","6000000.00","6.00","200.00","low medieval industry, trade 2, all numenor pop",0.51,2441677761.4,"large sunstone"
"Kingdom of Numenor","Romanus",76967846,"0.05","0.25","0.05","0.00","0.05","0.01","","0.00","","","0.00","0.15","","17.50","4250000.00","4.25","200.00","low medieval industry, trade 1, all numenor pop",0.45999999999999996,1123730551.6,"large adamantium, moderate platinum"
"Kingdom of Numenor","Crimmor",10194353161,"0.05","0.25","0.05","0.10","0.05","0.01","","0.00","","","0.00","0.15","","","5000000.00","0.50","200.00","low medieval industry, trade 1, all numenor pop",0.56,159031909311.6,"large black sapphires, jacinths, black opals"
"Kingdom of Numenor","Zimson",2412,"0.05","0.25","0.05","0.10","0.05","0.01","","0.00","","","0.00","0.15","","","","0.00","200.00","low medieval industry, trade 1, all numenor pop",0.56,37627.200000000004,""
"Kingdom of Numenor","Bergbau",129846696045,"0.05","0.25","0.05","0.10","0.05","0.01","","0.00","","","0.00","0.15","","","33300000.00","3.33","200.00","low medieval industry, trade 1, all numenor pop",0.56,2025608458302,"huge beskar, mithril, adamantium"
"Kingdom of Numenor","Nyanzaru",4757884917,"0.05","0.25","0.05","0.10","0.05","0.01","","0.05","","","0.00","0.15","","","1500000.00","0.15","200.00","low medieval industry, trade 2, all numenor pop",0.61,76601947163.7,"large sakuradite, oil"
"Kingdom of Numenor","New Numenor",27502,"0.05","-0.05","0.05","0.10","0.15","0.01","","0.05","0.05","","0.00","","","","","0.00","300.00","reg capital, medium medival industry, trade 2",0.21000000000000002,499161.3,""
"Kingdom of Numenor","New Armenelos",992,"0.05","-0.05","0.05","0.10","0.10","0.01","","0.00","","","0.00","","","","","0.00","200.00","low medieval industry, trade 1",0.11,11011.2,""
"Kingdom of Numenor","New Forostar",277019017136,"0.05","-0.05","0.05","0.10","0.15","0.01","","0.05","0.05","","0.00","","","","8000000.00","0.80","350.00","Reg capital, high medieval industry, trade 2",0.21000000000000002,5865877687854.8,"large gems, iron, copper, coal, moderate gold, low shou lung"
"Kingdom of Numenor","New Romenna",1921,"0.05","-0.05","0.05","0.10","0.05","0.01","","0.05","","","0.00","","","","","0.00","200.00","low medieval industry, trade 2",0.16000000000000003,22283.600000000002,""
"Kingdom of Numenor","New Andustar",3682,"0.05","-0.05","0.05","0.10","0.05","0.01","","0.05","","","0.00","","","","","0.00","200.00","low medieval industry, trade 2",0.16000000000000003,42711.200000000004,""
"Kingdom of Numenor","New Hyarrostar",2641,"0.05","-0.05","0.05","0.10","0.05","0.01","","0.05","","","0.00","","","","","0.00","200.00","low medieval industry, trade 2",0.16000000000000003,30635.600000000002,""
"Kingdom of Numenor","New Mittalmar",1464593046,"0.05","-0.05","0.05","0.10","0.05","0.01","","0.05","","","0.00","","","","450000.00","0.05","200.00","low medieval industry, trade 2",0.16000000000000003,16989279333.600002,"large copper, moderate iron"
"Kingdom of Numenor","New Nindamos",84039884280,"0.05","-0.05","0.05","0.10","0.05","0.01","","0.05","0.05","","0.00","","","","3800000.00","0.38","300.00","reg capital, medium medieval industry, trade 2",0.21000000000000002,1525323899682,"huge oil, large gems"
"Kingdom of Numenor","New Ondosto",8449,"0.05","-0.05","0.05","0.10","0.05","0.01","","0.00","","","0.00","","","","","0.00","200.00","low medieval industry, trade 1",0.11,93783.90000000001,""
"Kingdom of Numenor","Morvar",4073863642,"0.05","0.25","0.05","0.10","0.05","0.01","","0.00","","","0.00","0.15","","","2950000.00","0.30","200.00","low medieval industry, trade 1, all numenor pop",0.56,63552272815.200005,"large oil, moderate gems, aluminum"
"Kingdom of Numenor","Sokkar",4545,"0.05","0.25","0.05","0.10","0.05","0.01","","0.00","","","0.00","0.15","","","","0.00","200.00","low medieval industry, trade 1, all numenor pop",0.56,70902,""
"Kingdom of Numenor","Anduine",42078,"0.05","0.25","0.05","0.10","0.15","0.01","","0.15","0.05","","0.00","0.15","","","","0.00","300.00","reg capital, medium medieval industry, trade 4, all numenor pop",0.7600000000000001,1110859.2000000002,""
"Kingdom of Numenor","Hafen",1608,"0.05","0.25","0.05","0.10","0.05","0.01","","0.00","","","0.00","0.15","","","","0.00","200.00","low medieval industry, trade 1, all numenor pop",0.56,25084.8,""
"Kingdom of Numenor","Almaida",4515,"0.05","0.25","0.05","0.10","0.05","0.01","","0.00","","","0.00","0.15","","","","0.00","200.00","low medieval industry, trade 1, all numenor pop",0.56,70434,""
"Kingdom of Numenor","Eldahonde",31403,"0.05","0.25","0.05","0.10","0.15","0.01","","0.10","","","0.00","0.15","","","","0.00","300.00","medium medieval industry, trade 3, all numenor pop",0.66,781934.7000000001,""
"Kingdom of Numenor","Everfair",5520,"0.05","0.25","0.05","0.10","0.05","0.01","","0.00","","","0.00","0.15","","","","0.00","200.00","low medieval industry, trade 1, all numenor pop",0.56,86112,""
"Kingdom of Numenor","Duskor",4938,"0.05","0.25","0.05","0.10","0.10","0.01","","0.00","","","0.00","0.15","","","","0.00","200.00","low medieval industry, trade 1, all numenor pop",0.56,77032.8,""
"Kingdom of Numenor","Nonthal",2856,"0.05","0.25","0.05","0.10","0.10","0.01","","0.00","","","0.00","0.15","","","","0.00","200.00","low medieval industry, trade 1, all numenor pop",0.56,44553.6,""
"Kingdom of Numenor","Luskan",1694341337,"0.05","0.25","0.05","0.10","0.05","0.01","","0.00","","","0.00","0.15","","","450000.00","0.05","200.00","low medieval industry, trade 1, all numenor pop",0.56,26431724857.2,"large copper, moderate coal,"
"Kingdom of Numenor","Nindamos",22680,"0.05","0.25","0.05","0.10","0.15","0.01","","0.05","0.05","","0.00","0.15","","","","0.00","200.00","reg capital, low medieval industry, trade 2, all numenor pop",0.66,376488.00000000006,""
"Kingdom of Numenor","Airspur",3024,"0.05","0.25","0.05","0.10","0.10","0.01","","0.00","","","0.00","0.15","","","","0.00","200.00","low medieval industry, trade 1, all numenor pop",0.56,47174.4,""
"Kingdom of Numenor","Myrmyr",3695,"0.05","0.25","0.05","0.10","0.10","0.01","","0.00","","","0.00","0.15","","","","0.00","200.00","low medieval industry, trade 1, all numenor pop",0.56,57642,""
"Kingdom of Numenor","Sleekhall",1616,"0.05","0.25","0.05","0.10","0.10","0.01","","0.00","","","0.00","0.15","","","","0.00","200.00","low medieval industry, trade 1, all numenor pop",0.56,25209.600000000002,""
"Kingdom of Numenor","Eregion",1932,"0.05","0.25","0.05","0.10","0.10","0.01","","0.00","","","0.00","0.15","","","","0.00","200.00","low medieval industry, trade 1, all numenor pop",0.56,30139.2,""
"Kingdom of Numenor","Riverton",6152,"0.05","0.25","0.05","0.10","0.10","0.01","","0.00","","","0.00","0.15","","","","0.00","200.00","low medieval industry, trade 1, all numenor pop",0.56,95971.2,""
"Kingdom of Numenor","Athkatla",5542,"0.05","0.25","0.05","0.10","0.10","0.01","","0.00","","","0.00","0.15","","","","0.00","200.00","low medieval industry, trade 1, all numenor pop",0.56,86455.2,""
"Kingdom of Tirion","Vinyamar",8352,"0.05","0.05","0.05","0.10","0.15","0.01","","0.05","0.10","","0.00","0.05","-0.10","","","0.00","200.00","Nat capital, low medieval industry, trade 2, all elven pop",0.41,117763.2,""
"Kingdom of Tirion","Taras",957,"0.05","0.05","0.05","0.10","0.15","0.01","","0.00","","","0.00","0.05","-0.10","","","0.00","200.00","low medieval industry, trade 1, all elven pop",0.26,12058.2,""
"Kingdom of Tirion","Felagund",2551,"0.05","0.05","0.05","0.10","0.15","0.01","","0.00","","","0.00","0.05","-0.10","","","0.00","200.00","low medieval industry, trade 1, all elven pop",0.26,32142.6,""
"Kingdom of Tirion","Narog",4453,"0.05","0.05","0.05","0.05","0.15","0.01","","0.00","","","0.00","0.05","-0.10","","","0.00","200.00","low medieval industry, trade 1, all elven pop",0.21000000000000002,53881.299999999996,""
"Kingdom of Tirion","Nargothond",1114,"0.05","0.05","0.05","0.05","0.15","0.01","","0.00","","","0.00","0.05","-0.10","","","0.00","200.00","low medieval industry, trade 1, all elven pop",0.21000000000000002,13479.4,""
"Land of Mountains","Zhido",356657842,"0.10","0.05","0.05","0.05","0.15","0.01","","","","","0.00","","","","700000.00","0.07","200.00","low medieval industry, trade 1, all hengyokai pop",0.16000000000000003,8274461934.400001,"large iron, aluminum"
"Land of Mountains","Glont",840,"0.10","0.05","0.05","0.05","0.15","0.01","","","","","0.00","","","","","0.00","200.00","low medieval industry, trade 1, all hengyokai pop",0.16000000000000003,19488.000000000004,""
"Land of Mountains","Ogdopolis",3078062540,"0.10","0.05","0.05","0.05","0.15","0.01","","","0.10","","0.00","","","","2000000.00","0.20","200.00","nat capital, low medieval industry, trade 1, all hengyokai pop",0.26,77567176008,"huge oil"
"Lux Imperium","Helio",41053,"0.10","0.25","0.15","0.10","0.15","0.01","","0.20","0.10","","0.00","0.05","-0.10","","","0.00","350.00","Nat capital, high medieval industry, trade 5, all drow pop",0.86,2672550.3,""
"Lux Imperium","Hellion",24329,"0.10","0.25","0.15","0.00","0.15","0.01","","0.15","","","0.00","0.05","-0.10","","","0.00","300.00","medium medieval industry, trade 4, all drow pop",0.6100000000000001,1175090.7000000002,""
"Lux Imperium","Solalis",63721442924,"0.10","0.25","0.15","0.00","0.15","0.01","","0.15","","","0.00","0.05","-0.10","","3000000.00","0.30","300.00","medium medieval industry, trade 4, all drow pop",0.6100000000000001,3077745693229.2,""
"Lux Imperium","Zissa",4819,"0.10","0.10","0.15","0.10","0.15","0.01","","0.00","","","0.00","0.05","-0.10","","","0.00","200.00","low medieval industry, trade 1, all drow pop",0.41,135895.8,""
"Lux Imperium","Kriham",4855,"0.10","0.25","0.15","0.10","0.15","0.01","","0.00","","","0.00","0.05","-0.10","","","0.00","200.00","low medieval industry, trade 1, all drow pop",0.56,151476,""
"Lux Imperium","Lawood",9660,"0.10","0.10","0.15","0.10","0.15","0.01","","0.00","0.05","","0.00","0.05","-0.10","","","0.00","200.00","reg capital, low medieval industry, trade 1, all drow pop",0.45999999999999996,282072,""
"Lux Imperium","Shuburgh",2410,"0.10","0.10","0.15","0.10","0.15","0.01","","0.00","","","0.00","0.05","-0.10","","","0.00","200.00","low medieval industry, trade 1, all drow pop",0.41,67962,""
"Lux Imperium","Athemore",16260,"0.10","0.25","0.15","0.10","0.15","0.01","","0.10","","","0.00","0.05","-0.10","","","0.00","300.00","medium medieval industry, trade 3, all drow pop",0.66,809748.0000000001,""
"Lux Imperium","Duwood",3213,"0.10","0.10","0.15","0.10","0.15","0.01","","0.00","","","0.00","0.05","-0.10","","","0.00","200.00","low medieval industry, trade 1, all drow pop",0.41,90606.59999999999,""
"Lux Imperium","Lethyr",6577,"0.10","0.10","0.15","0.10","0.15","0.01","","0.00","","","0.00","-0.05","0.15","","","0.00","200.00","low medieval industry, trade 1, all yuan-ti pop",0.31,172317.4,""
"Lux Imperium","Vlin",18929,"0.10","0.10","0.15","0.10","0.15","0.01","","0.10","0.05","","0.00","-0.05","0.15","","","0.00","300.00","reg capital, medium medieval industry, trade 3, all yuan-ti pop",0.45999999999999996,829090.2,""
"Lux Imperium","Azrose",11017,"0.10","0.25","0.15","0.10","0.10","0.01","","0.05","","","0.00","-0.15","0.30","","","0.00","200.00","low medieval industry, trade 2, all kuo-toa pop",0.41000000000000003,310679.4,""
"Lux Imperium","Sliphis",2410,"0.10","0.10","0.15","0.10","0.15","0.01","","0.00","","","0.00","0.05","-0.10","","","0.00","200.00","low medieval industry, trade 1, all drow pop",0.41,67962,""
"Lux Imperium","Heldale",4831,"0.10","0.10","0.15","0.10","0.15","0.01","","0.05","","","0.00","0.05","-0.10","","","0.00","200.00","low medieval industry, trade 2, all drow pop",0.45999999999999996,141065.19999999998,""
